Rank,UniProt_ID,STRING_ID,Protein_Names,pLLPS_Score
27,Q06945,SOX4_HUMAN,Transcription factor SOX-4,1.0
28,O95071,UBR5_HUMAN,"E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (HECT-type E3 ubiquitin transferase UBR5) (Hyperplastic discs protein homolog) (hHYD) (Progestin-induced protein)",1.0
29,P08047,SP1_HUMAN,Transcription factor Sp1,1.0
30,Q86UU0,BCL9L_HUMAN,B-cell CLL/lymphoma 9-like protein (B-cell lymphoma 9-like protein) (BCL9-like protein) (Protein BCL9-2),1.0
31,Q92766,RREB1_HUMAN,Ras-responsive element-binding protein 1 (RREB-1) (Finger protein in nuclear bodies) (Raf-responsive zinc finger protein LZ321) (Zinc finger motif enhancer-binding protein 1) (Zep-1),1.0
32,Q9BYW2,SETD2_HUMAN,Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.359) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP),1.0
33,Q14671,PUM1_HUMAN,Pumilio homolog 1 (HsPUM) (Pumilio-1),1.0
34,P46379,BAG6_HUMAN,Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe),1.0
35,P08151,GLI1_HUMAN,Zinc finger protein GLI1 (Glioma-associated oncogene) (Oncogene GLI),1.0
36,Q8IXZ3,SP8_HUMAN,Transcription factor Sp8 (Specificity protein 8),1.0
37,O43524,FOXO3_HUMAN,Forkhead box protein O3 (AF6q21 protein) (Forkhead in rhabdomyosarcoma-like 1),1.0
38,Q01844,EWS_HUMAN,RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein),1.0
39,Q9H1B7,I2BPL_HUMAN,Probable E3 ubiquitin-protein ligase IRF2BPL (EC 2.3.2.27) (Enhanced at puberty protein 1) (Interferon regulatory factor 2-binding protein-like),1.0
40,Q15596,NCOA2_HUMAN,Nuclear receptor coactivator 2 (NCoA-2) (Class E basic helix-loop-helix protein 75) (bHLHe75) (Transcriptional intermediary factor 2) (hTIF2),1.0
41,Q12948,FOXC1_HUMAN,Forkhead box protein C1 (Forkhead-related protein FKHL7) (Forkhead-related transcription factor 3) (FREAC-3),1.0
42,P14859,PO2F1_HUMAN,"POU domain, class 2, transcription factor 1 (NF-A1) (Octamer-binding protein 1) (Oct-1) (Octamer-binding transcription factor 1) (OTF-1)",1.0
43,Q969V6,MRTFA_HUMAN,Myocardin-related transcription factor A (MRTF-A) (MKL/myocardin-like protein 1) (Megakaryoblastic leukemia 1 protein) (Megakaryocytic acute leukemia protein),1.0
44,Q9BXA9,SALL3_HUMAN,Sal-like protein 3 (Zinc finger protein 796) (Zinc finger protein SALL3) (hSALL3),1.0
45,Q6VMQ6,MCAF1_HUMAN,Activating transcription factor 7-interacting protein 1 (ATF-interacting protein) (ATF-IP) (ATF7-interacting protein) (ATFa-associated modulator) (hAM) (MBD1-containing chromatin-associated factor 1) (P621),1.0
46,Q6W2J9,BCOR_HUMAN,BCL-6 corepressor (BCoR),1.0
47,Q9Y261,FOXA2_HUMAN,Hepatocyte nuclear factor 3-beta (HNF-3-beta) (HNF-3B) (Forkhead box protein A2) (Transcription factor 3B) (TCF-3B),1.0
48,O60548,FOXD2_HUMAN,Forkhead box protein D2 (Forkhead-related protein FKHL17) (Forkhead-related transcription factor 9) (FREAC-9),1.0
49,Q03052,PO3F1_HUMAN,"POU domain, class 3, transcription factor 1 (Octamer-binding protein 6) (Oct-6) (Octamer-binding transcription factor 6) (OTF-6) (POU domain transcription factor SCIP)",1.0
50,O95948,ONEC2_HUMAN,One cut domain family member 2 (Hepatocyte nuclear factor 6-beta) (HNF-6-beta) (One cut homeobox 2) (Transcription factor ONECUT-2) (OC-2),1.0
51,Q5SV97,PERM1_HUMAN,PGC-1 and ERR-induced regulator in muscle protein 1 (PPARGC1 and ESRR-induced regulator in muscle 1) (Peroxisome proliferator-activated receptor gamma coactivator 1 and estrogen-related receptor-induced regulator in muscle 1),1.0
52,P39880,CUX1_HUMAN,Homeobox protein cut-like 1 (CCAAT displacement protein) (CDP) (Homeobox protein cux-1),1.0
53,Q14934,NFAC4_HUMAN,"Nuclear factor of activated T-cells, cytoplasmic 4 (NF-ATc4) (NFATc4) (T-cell transcription factor NFAT3) (NF-AT3)",1.0
54,Q9UI36,DACH1_HUMAN,Dachshund homolog 1 (Dach1),1.0
55,P43694,GATA4_HUMAN,Transcription factor GATA-4 (GATA-binding factor 4),1.0
56,P55317,FOXA1_HUMAN,Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1) (Transcription factor 3A) (TCF-3A),1.0
57,O00570,SOX1_HUMAN,Transcription factor SOX-1,1.0
58,Q9P2Y4,ZN219_HUMAN,Zinc finger protein 219,1.0
59,Q96T23,RSF1_HUMAN,Remodeling and spacing factor 1 (Rsf-1) (HBV pX-associated protein 8) (Hepatitis B virus X-associated protein) (p325 subunit of RSF chromatin-remodeling complex),1.0
60,P11831,SRF_HUMAN,Serum response factor (SRF),1.0
61,Q13516,OLIG2_HUMAN,Oligodendrocyte transcription factor 2 (Oligo2) (Class B basic helix-loop-helix protein 1) (bHLHb1) (Class E basic helix-loop-helix protein 19) (bHLHe19) (Protein kinase C-binding protein 2) (Protein kinase C-binding protein RACK17),1.0
62,Q8WY36,BBX_HUMAN,HMG box transcription factor BBX (Bobby sox homolog) (HMG box-containing protein 2),1.0
63,O15055,PER2_HUMAN,Period circadian protein homolog 2 (hPER2) (Circadian clock protein PERIOD 2),1.0
64,P31249,HXD3_HUMAN,Homeobox protein Hox-D3 (Homeobox protein Hox-4A),1.0
65,P78426,NKX61_HUMAN,Homeobox protein Nkx-6.1 (Homeobox protein NK-6 homolog A),1.0
66,Q92908,GATA6_HUMAN,Transcription factor GATA-6 (GATA-binding factor 6),1.0
67,P20264,PO3F3_HUMAN,"POU domain, class 3, transcription factor 3 (Brain-specific homeobox/POU domain protein 1) (Brain-1) (Brn-1) (Octamer-binding protein 8) (Oct-8) (Octamer-binding transcription factor 8) (OTF-8)",1.0
68,P31260,HXA10_HUMAN,Homeobox protein Hox-A10 (Homeobox protein Hox-1.8) (Homeobox protein Hox-1H) (PL),1.0
69,Q9Y2X9,ZN281_HUMAN,Zinc finger protein 281 (GC-box-binding zinc finger protein 1) (Transcription factor ZBP-99) (Zinc finger DNA-binding protein 99),1.0
70,Q96SC8,DMTA2_HUMAN,Doublesex- and mab-3-related transcription factor A2 (Doublesex- and mab-3-related transcription factor 5),1.0
71,O43365,HXA3_HUMAN,Homeobox protein Hox-A3 (Homeobox protein Hox-1E),1.0
72,Q15270,NKX11_HUMAN,NK1 transcription factor-related protein 1 (Homeobox protein 153) (HPX-153) (Homeobox protein SAX-2) (NKX-1.1),1.0
73,Q12778,FOXO1_HUMAN,Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma),1.0
74,Q9ULH7,MRTFB_HUMAN,Myocardin-related transcription factor B (MRTF-B) (MKL/myocardin-like protein 2) (Megakaryoblastic leukemia 2),1.0
75,Q8NHW3,MAFA_HUMAN,Transcription factor MafA (Pancreatic beta-cell-specific transcriptional activator) (RIPE3b1 factor) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog A),1.0
76,P18146,EGR1_HUMAN,Early growth response protein 1 (EGR-1) (AT225) (Nerve growth factor-induced protein A) (NGFI-A) (Transcription factor ETR103) (Transcription factor Zif268) (Zinc finger protein 225) (Zinc finger protein Krox-24),1.0
77,Q99856,ARI3A_HUMAN,AT-rich interactive domain-containing protein 3A (ARID domain-containing protein 3A) (B-cell regulator of IgH transcription) (Bright) (Dead ringer-like protein 1) (E2F-binding protein 1),1.0
78,Q9NYF8,BCLF1_HUMAN,Bcl-2-associated transcription factor 1 (Btf) (BCLAF1 and THRAP3 family member 1),1.0
79,O60885,BRD4_HUMAN,Bromodomain-containing protein 4 (Protein HUNK1),1.0
80,Q9UBC0,HNF6_HUMAN,Hepatocyte nuclear factor 6 (HNF-6) (One cut domain family member 1) (One cut homeobox 1),1.0
81,P57073,SOX8_HUMAN,Transcription factor SOX-8,1.0
82,P20265,PO3F2_HUMAN,"POU domain, class 3, transcription factor 2 (Brain-specific homeobox/POU domain protein 2) (Brain-2) (Brn-2) (Nervous system-specific octamer-binding transcription factor N-Oct-3) (Octamer-binding protein 7) (Oct-7) (Octamer-binding transcription factor 7) (OTF-7)",1.0
83,Q15059,BRD3_HUMAN,Bromodomain-containing protein 3 (RING3-like protein),1.0
84,Q8N5C8,TAB3_HUMAN,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 3) (NF-kappa-B-activating protein 1) (TAK1-binding protein 3) (TAB-3) (TGF-beta-activated kinase 1-binding protein 3),1.0
85,Q9HCK8,CHD8_HUMAN,Chromodomain-helicase-DNA-binding protein 8 (CHD-8) (EC 3.6.4.12) (ATP-dependent helicase CHD8) (Helicase with SNF2 domain 1),1.0
86,Q9H165,BC11A_HUMAN,B-cell lymphoma/leukemia 11A (BCL-11A) (B-cell CLL/lymphoma 11A) (COUP-TF-interacting protein 1) (Ecotropic viral integration site 9 protein homolog) (EVI-9) (Zinc finger protein 856),1.0
87,P85037,FOXK1_HUMAN,Forkhead box protein K1 (Myocyte nuclear factor) (MNF),1.0
88,P28356,HXD9_HUMAN,Homeobox protein Hox-D9 (Homeobox protein Hox-4C) (Homeobox protein Hox-5.2),1.0
89,P56693,SOX10_HUMAN,Transcription factor SOX-10,1.0
90,Q9HCS4,TF7L1_HUMAN,Transcription factor 7-like 1 (HMG box transcription factor 3) (TCF-3),1.0
91,Q01538,MYT1_HUMAN,Myelin transcription factor 1 (MyT1) (Myelin transcription factor I) (MyTI) (PLPB1) (Proteolipid protein-binding protein),1.0
92,Q8NFJ8,BHE22_HUMAN,Class E basic helix-loop-helix protein 22 (bHLHe22) (Class B basic helix-loop-helix protein 5) (bHLHb5) (Trinucleotide repeat-containing gene 20 protein),1.0
93,Q02078,MEF2A_HUMAN,Myocyte-specific enhancer factor 2A (Serum response factor-like protein 1),1.0
94,Q16676,FOXD1_HUMAN,Forkhead box protein D1 (Forkhead-related protein FKHL8) (Forkhead-related transcription factor 4) (FREAC-4),1.0
95,Q96QT6,PHF12_HUMAN,PHD finger protein 12 (PHD factor 1) (Pf1),1.0
96,Q92618,ZN516_HUMAN,Zinc finger protein 516,1.0
97,Q13761,RUNX3_HUMAN,Runt-related transcription factor 3 (Acute myeloid leukemia 2 protein) (Core-binding factor subunit alpha-3) (CBF-alpha-3) (Oncogene AML-2) (Polyomavirus enhancer-binding protein 2 alpha C subunit) (PEA2-alpha C) (PEBP2-alpha C) (SL3-3 enhancer factor 1 alpha C subunit) (SL3/AKV core-binding factor alpha C subunit),1.0
98,P46100,ATRX_HUMAN,Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX),1.0
99,Q9UIW0,VAX2_HUMAN,Ventral anterior homeobox 2,1.0
100,Q9BTA9,WAC_HUMAN,WW domain-containing adapter protein with coiled-coil,1.0
101,P50548,ERF_HUMAN,ETS domain-containing transcription factor ERF (Ets2 repressor factor) (PE-2),1.0
102,P14651,HXB3_HUMAN,Homeobox protein Hox-B3 (Homeobox protein Hox-2.7) (Homeobox protein Hox-2G),1.0
103,O60393,NOBOX_HUMAN,Homeobox protein NOBOX,1.0
104,P17275,JUNB_HUMAN,Transcription factor jun-B,1.0
105,P47974,TISD_HUMAN,"mRNA decay activator protein ZFP36L2 (Butyrate response factor 2) (EGF-response factor 2) (ERF-2) (TPA-induced sequence 11d) (Zinc finger protein 36, C3H1 type-like 2) (ZFP36-like 2)",1.0
106,P23771,GATA3_HUMAN,Trans-acting T-cell-specific transcription factor GATA-3 (GATA-binding factor 3),1.0
107,P43699,NKX21_HUMAN,Homeobox protein Nkx-2.1 (Homeobox protein NK-2 homolog A) (Thyroid nuclear factor 1) (Thyroid transcription factor 1) (TTF-1) (Thyroid-specific enhancer-binding protein) (T/EBP),1.0
108,O43719,HTSF1_HUMAN,HIV Tat-specific factor 1 (Tat-SF1),1.0
109,Q12837,PO4F2_HUMAN,"POU domain, class 4, transcription factor 2 (Brain-specific homeobox/POU domain protein 3B) (Brain-3B) (Brn-3B)",1.0
110,P09086,PO2F2_HUMAN,"POU domain, class 2, transcription factor 2 (Lymphoid-restricted immunoglobulin octamer-binding protein NF-A2) (Octamer-binding protein 2) (Oct-2) (Octamer-binding transcription factor 2) (OTF-2)",1.0
111,Q96IZ0,PAWR_HUMAN,PRKC apoptosis WT1 regulator protein (Prostate apoptosis response 4 protein) (Par-4),1.0
112,P11161,EGR2_HUMAN,E3 SUMO-protein ligase EGR2 (EC 2.3.2.-) (AT591) (E3 SUMO-protein transferase ERG2) (Early growth response protein 2) (EGR-2) (Zinc finger protein Krox-20),1.0
113,P09067,HXB5_HUMAN,Homeobox protein Hox-B5 (Homeobox protein HHO.C10) (Homeobox protein Hox-2A) (Homeobox protein Hu-1),1.0
114,O14529,CUX2_HUMAN,Homeobox protein cut-like 2 (Homeobox protein cux-2),1.0
115,Q9H307,PININ_HUMAN,Pinin (140 kDa nuclear and cell adhesion-related phosphoprotein) (Desmosome-associated protein) (Domain-rich serine protein) (DRS protein) (DRSP) (Melanoma metastasis clone A protein) (Nuclear protein SDK3) (SR-like protein),1.0
116,Q8IX15,HOMEZ_HUMAN,Homeobox and leucine zipper protein Homez (Homeodomain leucine zipper-containing factor),1.0
117,P52951,GBX2_HUMAN,Homeobox protein GBX-2 (Gastrulation and brain-specific homeobox protein 2),1.0
118,Q01167,FOXK2_HUMAN,Forkhead box protein K2 (G/T-mismatch specific binding protein) (nGTBP) (Interleukin enhancer-binding factor 1),1.0
119,Q9UBX2,DUX4_HUMAN,Double homeobox protein 4 (Double homeobox protein 10),1.0
120,Q9HC44,GPBL1_HUMAN,Vasculin-like protein 1 (GC-rich promoter-binding protein 1-like 1),1.0
121,Q5VY09,IER5_HUMAN,Immediate early response gene 5 protein,1.0
122,P38398,BRCA1_HUMAN,Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (RING finger protein 53) (RING-type E3 ubiquitin transferase BRCA1),1.0
123,Q13950,RUNX2_HUMAN,Runt-related transcription factor 2 (Acute myeloid leukemia 3 protein) (Core-binding factor subunit alpha-1) (CBF-alpha-1) (Oncogene AML-3) (Osteoblast-specific transcription factor 2) (OSF-2) (Polyomavirus enhancer-binding protein 2 alpha A subunit) (PEA2-alpha A) (PEBP2-alpha A) (SL3-3 enhancer factor 1 alpha A subunit) (SL3/AKV core-binding factor alpha A subunit),1.0
124,P48436,SOX9_HUMAN,Transcription factor SOX-9,1.0
125,P10275,ANDR_HUMAN,Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4),1.0
126,Q07157,ZO1_HUMAN,Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1),1.0
127,P56177,DLX1_HUMAN,Homeobox protein DLX-1,1.0
128,Q3ZLR7,SP201_HUMAN,Transcription factor SPT20 homolog-like 1,1.0
129,Q9BWN1,PRR14_HUMAN,Proline-rich protein 14,1.0
130,P98177,FOXO4_HUMAN,Forkhead box protein O4 (Fork head domain transcription factor AFX1),1.0
131,P23769,GATA2_HUMAN,Endothelial transcription factor GATA-2 (GATA-binding protein 2),1.0
132,Q5VZB9,DMRTA_HUMAN,Doublesex- and mab-3-related transcription factor A1,1.0
133,Q9BYV9,BACH2_HUMAN,Transcription regulator protein BACH2 (BTB and CNC homolog 2),1.0
134,O75177,CREST_HUMAN,Calcium-responsive transactivator (SS18-like protein 1) (SYT homolog 1),1.0
135,Q32MQ0,ZN750_HUMAN,Zinc finger protein 750,1.0
136,P50221,MEOX1_HUMAN,Homeobox protein MOX-1 (Mesenchyme homeobox 1),1.0
137,O75081,MTG16_HUMAN,Protein CBFA2T3 (MTG8-related protein 2) (Myeloid translocation gene on chromosome 16 protein) (hMTG16) (Zinc finger MYND domain-containing protein 4),1.0
138,A6NJT0,UNC4_HUMAN,Homeobox protein unc-4 homolog (Homeobox protein Uncx4.1),1.0
139,P35712,SOX6_HUMAN,Transcription factor SOX-6,1.0
140,Q96AQ6,PBIP1_HUMAN,Pre-B-cell leukemia transcription factor-interacting protein 1 (Hematopoietic PBX-interacting protein),1.0
141,O95409,ZIC2_HUMAN,Zinc finger protein ZIC 2 (Zinc finger protein of the cerebellum 2),1.0
142,P36402,TCF7_HUMAN,Transcription factor 7 (TCF-7) (T-cell-specific transcription factor 1) (T-cell factor 1) (TCF-1),1.0
143,A0A2Z4LIS9,FXO3B_HUMAN,Forkhead box protein O3B,1.0
144,P58012,FOXL2_HUMAN,Forkhead box protein L2,1.0
145,P26651,TTP_HUMAN,mRNA decay activator protein ZFP36 (G0/G1 switch regulatory protein 24) (Growth factor-inducible nuclear protein NUP475) (Tristetraprolin) (Zinc finger protein 36) (Zfp-36),1.0
146,Q9UHF7,TRPS1_HUMAN,Zinc finger transcription factor Trps1 (Tricho-rhino-phalangeal syndrome type I protein) (Zinc finger protein GC79),1.0
147,Q63HK5,TSH3_HUMAN,Teashirt homolog 3 (Zinc finger protein 537),1.0
148,P50222,MEOX2_HUMAN,Homeobox protein MOX-2 (Growth arrest-specific homeobox) (Mesenchyme homeobox 2),1.0
149,P52945,PDX1_HUMAN,Pancreas/duodenum homeobox protein 1 (PDX-1) (Glucose-sensitive factor) (GSF) (Insulin promoter factor 1) (IPF-1) (Insulin upstream factor 1) (IUF-1) (Islet/duodenum homeobox-1) (IDX-1) (Somatostatin-transactivating factor 1) (STF-1),1.0
150,Q13029,PRDM2_HUMAN,PR domain zinc finger protein 2 (EC 2.1.1.355) (GATA-3-binding protein G3B) (Lysine N-methyltransferase 8) (MTB-ZF) (MTE-binding protein) (PR domain-containing protein 2) (Retinoblastoma protein-interacting zinc finger protein) (Zinc finger protein RIZ),1.0
151,P20719,HXA5_HUMAN,Homeobox protein Hox-A5 (Homeobox protein Hox-1C),1.0
152,O15409,FOXP2_HUMAN,Forkhead box protein P2 (CAG repeat protein 44) (Trinucleotide repeat-containing gene 10 protein),1.0
153,Q13127,REST_HUMAN,RE1-silencing transcription factor (Neural-restrictive silencer factor) (X2 box repressor),1.0
154,Q9UL49,TCFL5_HUMAN,Transcription factor-like 5 protein (Cha transcription factor) (HPV-16 E2-binding protein 1) (E2BP-1),1.0
155,P56645,PER3_HUMAN,Period circadian protein homolog 3 (hPER3) (Cell growth-inhibiting gene 13 protein) (Circadian clock protein PERIOD 3),1.0
156,Q00056,HXA4_HUMAN,Homeobox protein Hox-A4 (Homeobox protein Hox-1.4) (Homeobox protein Hox-1D),1.0
157,Q14774,HLX_HUMAN,H2.0-like homeobox protein (Homeobox protein HB24) (Homeobox protein HLX1),1.0
158,Q9UJU2,LEF1_HUMAN,Lymphoid enhancer-binding factor 1 (LEF-1) (T cell-specific transcription factor 1-alpha) (TCF1-alpha),1.0
159,Q9Y6Y1,CMTA1_HUMAN,Calmodulin-binding transcription activator 1,1.0
160,P37275,ZEB1_HUMAN,Zinc finger E-box-binding homeobox 1 (NIL-2-A zinc finger protein) (Negative regulator of IL2) (Transcription factor 8) (TCF-8),1.0
161,Q8N196,SIX5_HUMAN,Homeobox protein SIX5 (DM locus-associated homeodomain protein) (Sine oculis homeobox homolog 5),1.0
162,Q15672,TWST1_HUMAN,Twist-related protein 1 (Class A basic helix-loop-helix protein 38) (bHLHa38) (H-twist),1.0
163,Q7RTU4,BHA09_HUMAN,Class A basic helix-loop-helix protein 9 (bHLHa9) (Class F basic helix-loop-helix factor 42) (bHLHf42),1.0
164,Q9UER7,DAXX_HUMAN,Death domain-associated protein 6 (Daxx) (hDaxx) (ETS1-associated protein 1) (EAP1) (Fas death domain-associated protein),1.0
165,Q8TDD2,SP7_HUMAN,Transcription factor Sp7 (Zinc finger protein osterix),1.0
166,Q96MA1,DMRTB_HUMAN,Doublesex- and mab-3-related transcription factor B1,1.0
167,Q13227,GPS2_HUMAN,G protein pathway suppressor 2 (GPS-2),1.0
168,Q96SF7,TBX15_HUMAN,T-box transcription factor TBX15 (T-box protein 15) (T-box transcription factor TBX14) (T-box protein 14),1.0
169,P09017,HXC4_HUMAN,Homeobox protein Hox-C4 (Homeobox protein CP19) (Homeobox protein Hox-3E),1.0
170,Q7LFL8,CXXC5_HUMAN,CXXC-type zinc finger protein 5 (CF5) (Putative MAPK-activating protein PM08) (Putative NF-kappa-B-activating protein 102) (Retinoid-inducible nuclear factor) (RINF),1.0
171,O15353,FOXN1_HUMAN,Forkhead box protein N1 (Winged-helix transcription factor nude),1.0
172,Q01196,RUNX1_HUMAN,Runt-related transcription factor 1 (Acute myeloid leukemia 1 protein) (Core-binding factor subunit alpha-2) (CBF-alpha-2) (Oncogene AML-1) (Polyomavirus enhancer-binding protein 2 alpha B subunit) (PEA2-alpha B) (PEBP2-alpha B) (SL3-3 enhancer factor 1 alpha B subunit) (SL3/AKV core-binding factor alpha B subunit),1.0
173,Q8TAQ2,SMRC2_HUMAN,SWI/SNF complex subunit SMARCC2 (BRG1-associated factor 170) (BAF170) (SWI/SNF complex 170 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 2),1.0
174,Q12962,TAF10_HUMAN,Transcription initiation factor TFIID subunit 10 (STAF28) (Transcription initiation factor TFIID 30 kDa subunit) (TAF(II)30) (TAFII-30) (TAFII30),1.0
175,Q03989,ARI5A_HUMAN,AT-rich interactive domain-containing protein 5A (ARID domain-containing protein 5A) (Modulator recognition factor 1) (MRF-1),1.0
176,Q8IVW6,ARI3B_HUMAN,AT-rich interactive domain-containing protein 3B (ARID domain-containing protein 3B) (Bright and dead ringer protein) (Bright-like protein),1.0
177,Q4V9L6,TM119_HUMAN,Transmembrane protein 119 (Osteoblast induction factor) (OBIF),1.0
178,Q86VE0,MYPOP_HUMAN,"Myb-related transcription factor, partner of profilin (Myb-related protein p42POP) (Partner of profilin)",1.0
179,Q86UE4,LYRIC_HUMAN,Protein LYRIC (3D3/LYRIC) (Astrocyte elevated gene-1 protein) (AEG-1) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein),1.0
180,Q6ZN01,MASTR_HUMAN,MEF2-activating motif and SAP domain-containing transcriptional regulator (MEF2-activating SAP transcriptional regulatory protein),1.0
181,Q9UKI9,PO2F3_HUMAN,"POU domain, class 2, transcription factor 3 (Octamer-binding protein 11) (Oct-11) (Octamer-binding transcription factor 11) (OTF-11) (Transcription factor PLA-1) (Transcription factor Skn-1)",1.0
182,Q02080,MEF2B_HUMAN,Myocyte-specific enhancer factor 2B (RSRFR2) (Serum response factor-like protein 2),1.0
