Rank,UniProt_ID,STRING_ID,Protein_Names,pLLPS_Score
52,P30533,AMRP_HUMAN,Alpha-2-macroglobulin receptor-associated protein (Alpha-2-MRAP) (Low density lipoprotein receptor-related protein-associated protein 1) (RAP),0.77
53,Q13451,FKBP5_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (54 kDa progesterone receptor-associated immunophilin) (Androgen-regulated protein 6) (FF1 antigen) (FK506-binding protein 5) (FKBP-5) (FKBP54) (p54) (HSP90-binding immunophilin) (Rotamase),0.77
54,Q7L5D6,GET4_HUMAN,Golgi to ER traffic protein 4 homolog (Conserved edge-expressed protein) (Transmembrane domain recognition complex 35 kDa subunit) (TRC35),0.77
55,Q15185,TEBP_HUMAN,Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Telomerase-binding protein p23),0.76
56,Q13153,PAK1_HUMAN,Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK),0.76
57,P05408,7B2_HUMAN,Neuroendocrine protein 7B2 (Pituitary polypeptide) (Secretogranin V) (Secretogranin-5) (Secretory granule endocrine protein I) [Cleaved into: N-terminal peptide; C-terminal peptide],0.76
58,O14618,CCS_HUMAN,Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone),0.75
59,Q9NU22,MDN1_HUMAN,Midasin (Dynein-related AAA-ATPase MDN1) (MIDAS-containing protein),0.75
60,Q9NX36,DJC28_HUMAN,DnaJ homolog subfamily C member 28,0.73
61,O14967,CLGN_HUMAN,Calmegin,0.72
62,Q58FG0,HS905_HUMAN,Putative heat shock protein HSP 90-alpha A5 (Heat shock protein 90-alpha E) (Heat shock protein 90Ae),0.72
63,Q16543,CDC37_HUMAN,"Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37) [Cleaved into: Hsp90 co-chaperone Cdc37, N-terminally processed]",0.72
64,Q13356,PPIL2_HUMAN,RING-type E3 ubiquitin-protein ligase PPIL2 (EC 2.3.2.27) (CYC4) (Cyclophilin-60) (Cyclophilin-like protein Cyp-60) (Cyp60) (hCyP-60) (Probable inactive peptidyl-prolyl cis-trans isomerase-like 2) (PPIase) (Rotamase PPIL2),0.72
65,O60884,DNJA2_HUMAN,DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14),0.68
66,Q9UDY4,DNJB4_HUMAN,DnaJ homolog subfamily B member 4 (Heat shock 40 kDa protein 1 homolog) (HSP40 homolog) (Heat shock protein 40 homolog) (Human liver DnaJ-like protein),0.66
67,Q9NWZ8,GEMI8_HUMAN,Gem-associated protein 8 (Gemin-8) (Protein FAM51A1),0.65
68,Q5SXM8,DNLZ_HUMAN,DNL-type zinc finger protein (Hsp70-escort protein 1) (HEP1) (mtHsp70-escort protein),0.65
69,P04792,HSPB1_HUMAN,Heat shock protein beta-1 (HspB1) (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein) (HSP 27) (Stress-responsive protein 27) (SRP27),0.64
70,Q8WXX5,DNJC9_HUMAN,DnaJ homolog subfamily C member 9 (HDJC9) (DnaJ protein SB73),0.64
71,Q8N4Q1,MIA40_HUMAN,Mitochondrial intermembrane space import and assembly protein 40 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 4),0.63
72,P37840,SYUA_HUMAN,Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP),0.62
73,P07900,HS90A_HUMAN,Heat shock protein HSP 90-alpha (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38),0.62
74,Q58FG1,HS904_HUMAN,Putative heat shock protein HSP 90-alpha A4 (Heat shock 90 kDa protein 1 alpha-like 2) (Heat shock protein 90-alpha D) (Heat shock protein 90Ad),0.61
75,Q9H6T3,RPAP3_HUMAN,RNA polymerase II-associated protein 3,0.61
76,Q14568,HS902_HUMAN,Heat shock protein HSP 90-alpha A2 (Heat shock 90 kDa protein 1 alpha-like 3) (Heat shock protein HSP 90-alpha A2 pseudogene),0.61
77,Q02790,FKBP4_HUMAN,"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (51 kDa FK506-binding protein) (FKBP51) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]",0.58
78,Q7L3B6,CD37L_HUMAN,Hsp90 co-chaperone Cdc37-like 1 (Hsp90-associating relative of Cdc37),0.58
79,Q9BT09,CNPY3_HUMAN,Protein canopy homolog 3 (CTG repeat protein 4a) (Expanded repeat-domain protein CAG/CTG 5) (Protein associated with TLR4) (Trinucleotide repeat-containing gene 5 protein),0.57
80,Q9NX55,HYPK_HUMAN,Huntingtin-interacting protein K (Huntingtin yeast partner K),0.56
81,Q58FF7,H90B3_HUMAN,Putative heat shock protein HSP 90-beta-3 (Heat shock protein 90-beta c) (Heat shock protein 90Bc),0.56
82,Q8NB90,AFG2H_HUMAN,ATPase family protein 2 homolog (EC 3.6.4.10) (Spermatogenesis-associated factor protein) (Spermatogenesis-associated protein 5),0.55
83,Q9UHI6,DDX20_HUMAN,Probable ATP-dependent RNA helicase DDX20 (EC 3.6.4.13) (Component of gems 3) (DEAD box protein 20) (DEAD box protein DP 103) (Gemin-3),0.54
84,O76031,CLPX_HUMAN,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",0.54
85,P36776,LONM_HUMAN,"Lon protease homolog, mitochondrial (EC 3.4.21.53) (LONHs) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)",0.54
86,Q9UHV9,PFD2_HUMAN,Prefoldin subunit 2,0.53
87,Q8N183,NDUF2_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 (B17.2-like) (B17.2L) (Mimitin) (Myc-induced mitochondrial protein) (MMTN) (NDUFA12-like protein),0.53
88,O75460,ERN1_HUMAN,Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) (Inositol-requiring protein 1) (hIRE1p) (Ire1-alpha) (IRE1a) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)],0.52
89,P43307,SSRA_HUMAN,Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha),0.52
90,Q96D15,RCN3_HUMAN,Reticulocalbin-3 (EF-hand calcium-binding protein RLP49),0.51
91,Q8TEQ6,GEMI5_HUMAN,Gem-associated protein 5 (Gemin5),0.51
92,P02511,CRYAB_HUMAN,Alpha-crystallin B chain (Alpha(B)-crystallin) (Heat shock protein beta-5) (HspB5) (Renal carcinoma antigen NY-REN-27) (Rosenthal fiber component),0.51
93,Q08752,PPID_HUMAN,Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Cyclophilin-related protein) (Rotamase D),0.51
94,Q08945,SSRP1_HUMAN,FACT complex subunit SSRP1 (Chromatin-specific transcription elongation factor 80 kDa subunit) (Facilitates chromatin transcription complex 80 kDa subunit) (FACT 80 kDa subunit) (FACTp80) (Facilitates chromatin transcription complex subunit SSRP1) (Recombination signal sequence recognition protein 1) (Structure-specific recognition protein 1) (hSSRP1) (T160),0.51
95,Q92598,HS105_HUMAN,Heat shock protein 105 kDa (Antigen NY-CO-25) (Heat shock 110 kDa protein),0.5
96,Q92688,AN32B_HUMAN,Acidic leucine-rich nuclear phosphoprotein 32 family member B (Acidic protein rich in leucines) (Putative HLA-DR-associated protein I-2) (PHAPI2) (Silver-stainable protein SSP29),0.5
97,P31948,STIP1_HUMAN,Stress-induced-phosphoprotein 1 (STI1) (Hsc70/Hsp90-organizing protein) (Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521),0.5
98,O14558,HSPB6_HUMAN,Heat shock protein beta-6 (HspB6) (Heat shock 20 kDa-like protein p20),0.49
99,P30405,PPIF_HUMAN,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial (PPIase F) (EC 5.2.1.8) (Cyclophilin D) (CyP-D) (CypD) (Cyclophilin F) (Mitochondrial cyclophilin) (CyP-M) (Rotamase F)",0.49
100,Q15814,TBCC_HUMAN,Tubulin-specific chaperone C (Tubulin-folding cofactor C) (CFC),0.48
101,Q9Y375,CIA30_HUMAN,"Complex I intermediate-associated protein 30, mitochondrial (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 1)",0.47
102,Q9H3Z4,DNJC5_HUMAN,DnaJ homolog subfamily C member 5 (Ceroid-lipofuscinosis neuronal protein 4) (Cysteine string protein) (CSP),0.47
103,Q8N6S4,AN13C_HUMAN,Ankyrin repeat domain-containing protein 13C,0.45
104,Q7Z6W7,DNJB7_HUMAN,DnaJ homolog subfamily B member 7,0.44
105,Q9UNE7,CHIP_HUMAN,E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1),0.44
106,P11021,BIP_HUMAN,Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),0.43
107,O75607,NPM3_HUMAN,Nucleoplasmin-3,0.43
108,Q6ZRF8,RN207_HUMAN,RING finger protein 207,0.43
109,P14625,ENPL_HUMAN,Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Tumor rejection antigen 1) (gp96 homolog),0.43
110,Q9Y5B9,SP16H_HUMAN,FACT complex subunit SPT16 (Chromatin-specific transcription elongation factor 140 kDa subunit) (FACT 140 kDa subunit) (FACTp140) (Facilitates chromatin transcription complex subunit SPT16) (hSPT16),0.42
111,Q9Y4L1,HYOU1_HUMAN,Hypoxia up-regulated protein 1 (150 kDa oxygen-regulated protein) (ORP-150) (170 kDa glucose-regulated protein) (GRP-170),0.42
112,Q9NZJ4,SACS_HUMAN,Sacsin (DnaJ homolog subfamily C member 29) (DNAJC29),0.42
113,P38646,GRP75_HUMAN,"Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Mortalin) (MOT) (Peptide-binding protein 74) (PBP74)",0.41
114,Q8WU39,MZB1_HUMAN,Marginal zone B- and B1-cell-specific protein (Mesenteric estrogen-dependent adipose 7) (MEDA-7) (Plasma cell-induced resident endoplasmic reticulum protein) (Plasma cell-induced resident ER protein) (pERp1) (Proapoptotic caspase adapter protein),0.4
115,Q15084,PDIA6_HUMAN,Protein disulfide-isomerase A6 (EC 5.3.4.1) (Endoplasmic reticulum protein 5) (ER protein 5) (ERp5) (Protein disulfide isomerase P5) (Thioredoxin domain-containing protein 7),0.39
116,Q9UBK8,MTRR_HUMAN,Methionine synthase reductase (MSR) (EC 1.16.1.8) (Aquacobalamin reductase) (AqCbl reductase) (EC 1.16.1.5),0.39
117,P0DMV9,HS71B_HUMAN,Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2),0.39
118,P0DMV8,HS71A_HUMAN,Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1),0.39
119,A6NM43,TCPQL_HUMAN,Putative T-complex protein 1 subunit theta-like 1,0.39
120,Q8TAM1,BBS10_HUMAN,Bardet-Biedl syndrome 10 protein,0.39
121,O95433,AHSA1_HUMAN,Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1) (p38),0.39
122,Q96BP3,PPWD1_HUMAN,Peptidylprolyl isomerase domain and WD repeat-containing protein 1 (EC 5.2.1.8) (Spliceosome-associated cyclophilin),0.38
123,P08238,HS90B_HUMAN,Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84),0.38
124,Q9UBY9,HSPB7_HUMAN,Heat shock protein beta-7 (HspB7) (Cardiovascular heat shock protein) (cvHsp),0.38
125,P11441,UBL4A_HUMAN,Ubiquitin-like protein 4A (Ubiquitin-like protein GDX),0.38
126,O60220,TIM8A_HUMAN,Mitochondrial import inner membrane translocase subunit Tim8 A (Deafness dystonia protein 1) (X-linked deafness dystonia protein),0.38
127,Q92616,GCN1_HUMAN,eIF-2-alpha kinase activator GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1) (HsGCN1),0.37
128,Q9Y4U1,MMAC_HUMAN,Cyanocobalamin reductase / alkylcobalamin dealkylase (Alkylcobalamin:glutathione S-alkyltransferase) (EC 2.5.1.151) (CblC) (Cyanocobalamin reductase (cyanide-eliminating)) (EC 1.16.1.6) (Methylmalonic aciduria and homocystinuria type C protein) (MMACHC),0.37
129,P98170,XIAP_HUMAN,E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP),0.37
130,Q8IVH4,MMAA_HUMAN,"Methylmalonic aciduria type A protein, mitochondrial (EC 3.6.-.-)",0.37
131,Q9UN81,LORF1_HUMAN,LINE-1 retrotransposable element ORF1 protein (L1ORF1p) (LINE retrotransposable element 1) (LINE1 retrotransposable element 1),0.37
132,Q96EQ0,SGTB_HUMAN,Small glutamine-rich tetratricopeptide repeat-containing protein beta (Beta-SGT) (Small glutamine-rich protein with tetratricopeptide repeats 2),0.36
133,Q13432,U119A_HUMAN,Protein unc-119 homolog A (Retinal protein 4) (hRG4),0.36
134,Q8WWF6,DNJB3_HUMAN,DnaJ homolog subfamily B member 3,0.36
135,Q9UBS4,DJB11_HUMAN,DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (DnaJ protein homolog 9) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p) (HEDJ) (Human DnaJ protein 9) (hDj-9) (PWP1-interacting protein 4),0.35
136,Q96SF2,TCPQM_HUMAN,T-complex protein 1 subunit theta-like 2,0.35
137,O75616,ERAL1_HUMAN,"GTPase Era, mitochondrial (H-ERA) (hERA) (Conserved ERA-like GTPase) (CEGA) (ERA-W) (ERA-like protein 1)",0.35
138,Q96L46,CPNS2_HUMAN,Calpain small subunit 2 (CSS2) (Calcium-dependent protease small subunit 2),0.34
139,Q9UHD1,CHRD1_HUMAN,Cysteine and histidine-rich domain-containing protein 1 (CHORD domain-containing protein 1) (CHORD-containing protein 1) (CHP-1) (Protein morgana),0.34
140,P23284,PPIB_HUMAN,Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP),0.32
141,Q9NZL4,HPBP1_HUMAN,Hsp70-binding protein 1 (HspBP1) (Heat shock protein-binding protein 1) (Hsp70-binding protein 2) (HspBP2) (Hsp70-interacting protein 1) (Hsp70-interacting protein 2),0.32
142,P31689,DNJA1_HUMAN,DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2),0.32
143,P11142,HSP7C_HUMAN,Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1),0.32
144,Q16644,MAPK3_HUMAN,MAP kinase-activated protein kinase 3 (MAPK-activated protein kinase 3) (MAPKAP kinase 3) (MAPKAP-K3) (MAPKAPK-3) (MK-3) (EC 2.7.11.1) (Chromosome 3p kinase) (3pK),0.32
145,P54652,HSP72_HUMAN,Heat shock-related 70 kDa protein 2 (Heat shock 70 kDa protein 2),0.31
146,Q99615,DNJC7_HUMAN,DnaJ homolog subfamily C member 7 (Tetratricopeptide repeat protein 2) (TPR repeat protein 2),0.3
147,P61758,PFD3_HUMAN,Prefoldin subunit 3 (HIBBJ46) (von Hippel-Lindau-binding protein 1) (VBP-1) (VHL-binding protein 1),0.3
148,O95757,HS74L_HUMAN,Heat shock 70 kDa protein 4L (Heat shock 70-related protein APG-1) (Osmotic stress protein 94),0.29
149,P17066,HSP76_HUMAN,Heat shock 70 kDa protein 6 (Heat shock 70 kDa protein B'),0.29
150,Q99426,TBCB_HUMAN,Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B),0.29
151,O14893,GEMI2_HUMAN,Gem-associated protein 2 (Gemin-2) (Component of gems 2) (Survival of motor neuron protein-interacting protein 1) (SMN-interacting protein 1),0.29
152,Q96L12,CALR3_HUMAN,Calreticulin-3 (Calreticulin-2) (Calsperin),0.29
153,Q13217,DNJC3_HUMAN,"DnaJ homolog subfamily C member 3 (Endoplasmic reticulum DNA J domain-containing protein 6) (ER-resident protein ERdj6) (ERdj6) (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)",0.29
154,Q58FF8,H90B2_HUMAN,Putative heat shock protein HSP 90-beta 2 (Heat shock protein 90-beta b) (Heat shock protein 90Bb),0.28
155,P68400,CSK21_HUMAN,Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1),0.28
156,Q6P4Q7,CNNM4_HUMAN,Metal transporter CNNM4 (Ancient conserved domain-containing protein 4) (Cyclin-M4),0.28
157,Q15785,TOM34_HUMAN,Mitochondrial import receptor subunit TOM34 (hTom34) (Translocase of outer membrane 34 kDa subunit),0.27
158,Q13087,PDIA2_HUMAN,Protein disulfide-isomerase A2 (EC 5.3.4.1) (Pancreas-specific protein disulfide isomerase) (PDIp),0.27
159,Q9HA92,RSAD1_HUMAN,"Radical S-adenosyl methionine domain-containing protein 1, mitochondrial (Putative heme chaperone)",0.27
160,Q5JS54,PSMG4_HUMAN,Proteasome assembly chaperone 4 (PAC-4) (hPAC4),0.27
161,P10909,CLUS_HUMAN,"Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain)]",0.26
162,Q96MF6,CQ10A_HUMAN,"Coenzyme Q-binding protein COQ10 homolog A, mitochondrial",0.26
163,Q9NZN9,AIPL1_HUMAN,Aryl-hydrocarbon-interacting protein-like 1,0.26
164,O15212,PFD6_HUMAN,Prefoldin subunit 6 (Protein Ke2),0.26
165,O95816,BAG2_HUMAN,BAG family molecular chaperone regulator 2 (BAG-2) (Bcl-2-associated athanogene 2),0.26
166,P16278,BGAL_HUMAN,Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase) (Elastin receptor 1),0.26
