UniProt_ID,mean_rank,weighted_mean_rank,rank_sd,n_predictors,Entry_name,p(LLPS),pLLPS_Class,TMD_count,Length,Protein_Name,leakage_any
Q96HA1,0.7915589641362195,0.8000256948529268,0.29200566081623147,18,P121A_HUMAN,1.0,High,1.0,1249.0,Nuclear envelope pore membrane protein POM 121 (Nuclear envelope pore membrane protein POM 121A) (Nucleoporin Nup121) (Pore membrane protein of 121 kDa),True
Q08174,0.783065264109343,0.79686788298491,0.18190680417933958,18,PCDH1_HUMAN,0.59,Medium,1.0,1060.0,Protocadherin-1 (Cadherin-like protein 1) (Protocadherin-42) (PC42),True
Q14789,0.7822311057085711,0.796043844757053,0.2322644744214492,17,GOGB1_HUMAN,0.95,High,1.0,3259.0,Golgin subfamily B member 1 (372 kDa Golgi complex-associated protein) (GCP372) (Giantin) (Macrogolgin),True
Q8TBM8,0.7896058884434418,0.7912441569310878,0.23305497319378324,18,DJB14_HUMAN,0.79,High,1.0,379.0,DnaJ homolog subfamily B member 14,True
Q92859,0.7788433671300657,0.7892089626260042,0.175032627375615,18,NEO1_HUMAN,0.86,High,1.0,1461.0,Neogenin (Immunoglobulin superfamily DCC subclass member 2),True
O14511,0.7934555702042151,0.7830621283792429,0.22753615748678502,18,NRG2_HUMAN,1.0,High,1.0,850.0,"Pro-neuregulin-2, membrane-bound isoform (Pro-NRG2) [Cleaved into: Neuregulin-2 (NRG-2) (Divergent of neuregulin-1) (DON-1) (Neural- and thymus-derived activator for ERBB kinases) (NTAK)]",False
Q9UBP0,0.7730111899714762,0.7778815151407923,0.15680884344431878,18,SPAST_HUMAN,0.83,High,1.0,616.0,Spastin (EC 5.6.1.1) (Spastic paraplegia 4 protein),True
P04626,0.7686607786594742,0.7735296629145839,0.1605081332388666,18,ERBB2_HUMAN,0.53,Medium,1.0,1255.0,Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Metastatic lymph node gene 19 protein) (MLN 19) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (Tyrosine kinase-type cell surface receptor HER2) (p185erbB2) (CD antigen CD340),True
Q9UM73,0.756567128345079,0.7650479385841253,0.20533319617387163,18,ALK_HUMAN,0.97,High,1.0,1620.0,ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase) (CD antigen CD246),True
Q92575,0.7585139227912001,0.762586851862345,0.20826567538988203,18,UBXN4_HUMAN,0.89,High,1.0,508.0,UBX domain-containing protein 4 (Erasin) (UBX domain-containing protein 2),True
Q8NF91,0.739029033594931,0.7608603735508099,0.2778929380678324,15,SYNE1_HUMAN,0.94,High,1.0,8797.0,Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1),True
P08575,0.7396652532666351,0.7550380864820413,0.20858483899094943,18,PTPRC_HUMAN,0.82,High,1.0,1306.0,Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (T200) (CD antigen CD45),True
A0FGR8,0.7514401579503265,0.7538036482956361,0.1468415305234319,18,ESYT2_HUMAN,0.72,High,2.0,921.0,Extended synaptotagmin-2 (E-Syt2) (Chr2Syt),True
Q6ZVL6,0.7451413552849876,0.7488190592632997,0.21125379369290534,18,K154L_HUMAN,1.0,High,1.0,1849.0,UPF0606 protein KIAA1549L,True
Q8IWU2,0.7390524411543421,0.7472826065195296,0.2422316151940129,18,LMTK2_HUMAN,1.0,High,2.0,1503.0,Serine/threonine-protein kinase LMTK2 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase 2) (Brain-enriched kinase) (hBREK) (CDK5/p35-regulated kinase) (CPRK) (Kinase/phosphatase/inhibitor 2) (Lemur tyrosine kinase 2) (Serine/threonine-protein kinase KPI-2),True
Q7Z434,0.7347027190310988,0.7421115062280241,0.2947521690137738,18,MAVS_HUMAN,1.0,High,1.0,540.0,Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA),True
A1KXE4,0.7372527211154353,0.7405039279457122,0.2977666777494418,18,F168B_HUMAN,0.99,High,2.0,195.0,Myelin-associated neurite-outgrowth inhibitor (Mani) (p20),True
Q5T9A4,0.7314336469547197,0.7377341063367101,0.20082925998804219,18,ATD3B_HUMAN,0.68,Medium,1.0,648.0,ATPase family AAA domain-containing protein 3B (AAA-TOB3),True
Q9NVI7,0.7277696422731369,0.7350085896798695,0.2110402078552805,18,ATD3A_HUMAN,0.59,Medium,1.0,634.0,ATPase family AAA domain-containing protein 3A,True
Q9UL54,0.7409787251841947,0.7349314875081511,0.2104277545396273,18,TAOK2_HUMAN,0.98,High,5.0,1235.0,Serine/threonine-protein kinase TAO2 (EC 2.7.11.1) (Kinase from chicken homolog C) (hKFC-C) (Prostate-derived sterile 20-like kinase 1) (PSK-1) (PSK1) (Prostate-derived STE20-like kinase 1) (Thousand and one amino acid protein kinase 2),True
Q02413,0.7203127230355084,0.7338617240486228,0.25081343560902264,18,DSG1_HUMAN,0.83,High,1.0,1049.0,Desmoglein-1 (Cadherin family member 4) (Desmosomal glycoprotein 1) (DG1) (DGI) (Pemphigus foliaceus antigen),True
Q14118,0.728533266827135,0.7328365695750152,0.19971646188492545,18,DAG1_HUMAN,0.92,High,1.0,895.0,Dystroglycan (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)],False
O94856,0.7260338243768096,0.7311238931572938,0.23300169241320257,18,NFASC_HUMAN,0.92,High,1.0,1347.0,Neurofascin,True
Q96Q04,0.7386140940400093,0.7291792870831839,0.31464025699109166,18,LMTK3_HUMAN,1.0,High,1.0,1460.0,Serine/threonine-protein kinase LMTK3 (EC 2.7.11.1) (Lemur tyrosine kinase 3),True
O75581,0.7247161646729846,0.7221225193443735,0.20678225151001353,18,LRP6_HUMAN,0.42,Medium,1.0,1613.0,Low-density lipoprotein receptor-related protein 6 (LRP-6),False
Q02297,0.7153031020209508,0.7210155510034159,0.28024504279330087,18,NRG1_HUMAN,1.0,High,1.0,640.0,"Pro-neuregulin-1, membrane-bound isoform (Pro-NRG1) [Cleaved into: Neuregulin-1 (Acetylcholine receptor-inducing activity) (ARIA) (Breast cancer cell differentiation factor p45) (Glial growth factor) (Heregulin) (HRG) (Neu differentiation factor) (Sensory and motor neuron-derived factor)]",True
Q15303,0.698925486322341,0.7209099030821163,0.26548822680288253,18,ERBB4_HUMAN,0.19,Low,1.0,1308.0,Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)],True
Q07954,0.7153676882719069,0.7194651782630153,0.2598677461070561,17,LRP1_HUMAN,0.57,Medium,1.0,4544.0,Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)],True
Q9NQC3,0.7193102820850023,0.7187129711517701,0.2772231772896808,18,RTN4_HUMAN,0.99,High,2.0,1192.0,Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5),True
O94826,0.6994926354473572,0.7162901899259915,0.22810684039383275,18,TOM70_HUMAN,0.47,Medium,1.0,608.0,Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit) (Translocase of outer mitochondrial membrane protein 70),True
P23468,0.6975037430811031,0.7155293081754771,0.2848378918073781,18,PTPRD_HUMAN,0.47,Medium,1.0,1912.0,Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48),True
O43561,0.7074224239628641,0.7151571288521591,0.3027796292186536,17,LAT_HUMAN,1.0,High,1.0,262.0,Linker for activation of T-cells family member 1 (36 kDa phospho-tyrosine adapter protein) (pp36) (p36-38),True
Q86UP2,0.6969670641143771,0.7140482860477583,0.3037750835230726,18,KTN1_HUMAN,0.83,High,1.0,1357.0,Kinectin (CG-1 antigen) (Kinesin receptor),True
P10586,0.6942386067387648,0.7129022563893933,0.2692337969208968,18,PTPRF_HUMAN,0.56,Medium,1.0,1907.0,Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR),False
P55011,0.7063601168624927,0.7104138430814446,0.23577920092298876,18,S12A2_HUMAN,0.75,High,12.0,1212.0,Solute carrier family 12 member 2 (Basolateral Na-K-Cl symporter) (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2),True
O94910,0.7307422725074696,0.7097597204747657,0.23016056334381826,18,AGRL1_HUMAN,0.85,High,7.0,1474.0,Adhesion G protein-coupled receptor L1 (Calcium-independent alpha-latrotoxin receptor 1) (CIRL-1) (Latrophilin-1) (Lectomedin-2),True
P60468,0.7124882083464229,0.7083929398544181,0.26535501692035285,16,SC61B_HUMAN,0.94,High,1.0,96.0,Protein transport protein Sec61 subunit beta,True
O15079,0.7161630735503974,0.7069328842037439,0.24371556651162388,18,SNPH_HUMAN,1.0,High,1.0,494.0,Syntaphilin,True
Q01814,0.6974232381828024,0.7066873916277466,0.21938037899845864,18,AT2B2_HUMAN,0.64,Medium,10.0,1243.0,Plasma membrane calcium-transporting ATPase 2 (PMCA2) (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 2) (Plasma membrane calcium pump isoform 2),True
Q9BSJ8,0.7044462053953828,0.7064843833292858,0.17813805950324127,18,ESYT1_HUMAN,0.6,Medium,2.0,1104.0,Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein),True
Q96HY6,0.7022652258504077,0.7063205722714009,0.30649133951292334,18,DDRGK_HUMAN,0.97,High,1.0,314.0,DDRGK domain-containing protein 1 (Dashurin) (UFM1-binding and PCI domain-containing protein 1),True
P27824,0.6837427131959103,0.7050476130070763,0.32609724317579025,18,CALX_HUMAN,0.76,High,1.0,592.0,Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90),False
P46531,0.6989791037690526,0.7038542971941698,0.33310353499901874,18,NOTC1_HUMAN,0.93,High,1.0,2555.0,Neurogenic locus notch homolog protein 1 (Notch 1) (hN1) (Translocation-associated notch protein TAN-1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)],False
Q9Y4C0,0.7006537724930035,0.7035694150937698,0.20069071400279198,18,NRX3A_HUMAN,0.78,High,1.0,1643.0,Neurexin-3 (Neurexin III-alpha) (Neurexin-3-alpha),True
Q14643,0.6961949306649123,0.7034104310254078,0.2132610261095958,18,ITPR1_HUMAN,0.9,High,6.0,2758.0,"Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)",False
P20020,0.6887907265227965,0.7018084376740833,0.2350731443425632,18,AT2B1_HUMAN,0.7,Medium,10.0,1220.0,Plasma membrane calcium-transporting ATPase 1 (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 1) (PMCA1) (Plasma membrane calcium pump isoform 1),False
P15941,0.6928894270412086,0.7014304184776261,0.30135331616468747,18,MUC1_HUMAN,1.0,High,1.0,1255.0,Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)],False
P21802,0.6793811558764036,0.6994612953785825,0.22975325719278675,18,FGFR2_HUMAN,0.27,Low,1.0,821.0,Fibroblast growth factor receptor 2 (FGFR-2) (EC 2.7.10.1) (K-sam) (KGFR) (Keratinocyte growth factor receptor) (CD antigen CD332),True
Q53EP0,0.6796778292005975,0.6981273461953434,0.21660162968666336,18,FND3B_HUMAN,0.89,High,1.0,1204.0,Fibronectin type III domain-containing protein 3B (Factor for adipocyte differentiation 104) (HCV NS5A-binding protein 37),True
Q9P0K1,0.6907080802845388,0.6964128368460399,0.20203622177982344,18,ADA22_HUMAN,0.29,Low,1.0,906.0,"Disintegrin and metalloproteinase domain-containing protein 22 (ADAM 22) (Metalloproteinase-disintegrin ADAM22-3) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2)",True
Q92736,0.6853645714666076,0.6938113510552977,0.20832482067037894,17,RYR2_HUMAN,0.86,High,7.0,4967.0,Ryanodine receptor 2 (RYR-2) (RyR2) (hRYR-2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor),True
Q5T8D3,0.6812627181661024,0.6905386734207298,0.2967547268500108,18,ACBD5_HUMAN,0.94,High,1.0,534.0,Acyl-CoA-binding domain-containing protein 5,True
P11362,0.6707169416895731,0.6875764835803159,0.21388539180803576,18,FGFR1_HUMAN,0.69,Medium,1.0,822.0,Fibroblast growth factor receptor 1 (FGFR-1) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1) (BFGFR) (bFGF-R-1) (Fms-like tyrosine kinase 2) (FLT-2) (N-sam) (Proto-oncogene c-Fgr) (CD antigen CD331),True
Q13332,0.6718420381594551,0.6874156847963038,0.26892882164008686,18,PTPRS_HUMAN,0.46,Medium,1.0,1948.0,Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma),True
Q9Y4W6,0.6699399088939526,0.6865098387422802,0.20073275500508506,18,AFG32_HUMAN,0.49,Medium,2.0,797.0,AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein),True
Q9UH99,0.6981608880976535,0.6859755896557812,0.2255843171005917,18,SUN2_HUMAN,0.7,Medium,1.0,717.0,SUN domain-containing protein 2 (Protein unc-84 homolog B) (Rab5-interacting protein) (Rab5IP) (Sad1/unc-84 protein-like 2),True
O15173,0.6783099057001134,0.685355089057887,0.30738867151744875,18,PGRC2_HUMAN,0.98,High,1.0,223.0,Membrane-associated progesterone receptor component 2 (Progesterone membrane-binding protein) (Steroid receptor protein DG6),True
Q5JTH9,0.6766210577519942,0.6849607038174855,0.2528059816713,18,RRP12_HUMAN,0.59,Medium,1.0,1297.0,RRP12-like protein,True
Q16891,0.6713600739862389,0.682774998931796,0.28308381474185706,18,MIC60_HUMAN,0.57,Medium,1.0,758.0,MICOS complex subunit MIC60 (Cell proliferation-inducing gene 4/52 protein) (Mitochondrial inner membrane protein) (Mitofilin) (p87/89),True
Q9HCM3,0.6863579484240037,0.6800854420997459,0.2138876470257064,18,K1549_HUMAN,1.0,High,2.0,1950.0,UPF0606 protein KIAA1549,True
P42658,0.6809987679757782,0.6794739879997587,0.18820605347625874,18,DPP6_HUMAN,0.24,Low,1.0,865.0,Dipeptidyl aminopeptidase-like protein 6 (DPPX) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI),True
O95197,0.6755012567383996,0.6792370513223651,0.25159573658403545,18,RTN3_HUMAN,0.99,High,3.0,1032.0,Reticulon-3 (Homolog of ASY protein) (HAP) (Neuroendocrine-specific protein-like 2) (NSP-like protein 2) (Neuroendocrine-specific protein-like II) (NSP-like protein II) (NSPLII),True
O14514,0.7048106154497686,0.6789353679604143,0.28751938758963835,17,AGRB1_HUMAN,0.96,High,7.0,1584.0,Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)],True
Q96AG4,0.6588274674985839,0.6766080340426625,0.31462741490695695,18,LRC59_HUMAN,0.71,High,1.0,307.0,"Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34) [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]",True
Q9HCU4,0.6901255148645717,0.6746069092803966,0.2704270260264403,18,CELR2_HUMAN,0.85,High,7.0,2923.0,Cadherin EGF LAG seven-pass G-type receptor 2 (Cadherin family member 10) (Epidermal growth factor-like protein 2) (EGF-like protein 2) (Flamingo homolog 3) (Multiple epidermal growth factor-like domains protein 3) (Multiple EGF-like domains protein 3),False
Q92896,0.6712377811612329,0.6742107350302293,0.21887840316211607,18,GSLG1_HUMAN,0.28,Low,1.0,1179.0,Golgi apparatus protein 1 (CFR-1) (Cysteine-rich fibroblast growth factor receptor) (E-selectin ligand 1) (ESL-1) (Golgi sialoglycoprotein MG-160),True
Q08345,0.6734337635007196,0.6705528200917862,0.1981904485657763,18,DDR1_HUMAN,0.81,High,1.0,913.0,Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a),False
Q9NZJ5,0.6635448373070163,0.6702172929288973,0.19956901007247027,18,E2AK3_HUMAN,0.92,High,1.0,1116.0,Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase) (HsPEK),False
Q8NFZ4,0.6770789763148655,0.6643666878803232,0.21775784671851237,18,NLGN2_HUMAN,0.84,High,1.0,835.0,Neuroligin-2,True
Q9ULB1,0.6621965689490532,0.6642719143405685,0.2127859460202117,18,NRX1A_HUMAN,0.66,Medium,1.0,1477.0,Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha),False
O43526,0.6781170559334027,0.6635091047651965,0.21721324433981187,18,KCNQ2_HUMAN,0.98,High,7.0,872.0,Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2),True
P11717,0.6540068048731166,0.6632571941218044,0.22221393633891875,18,MPRI_HUMAN,0.41,Medium,1.0,2491.0,Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222),False
Q8NC56,0.6834521671866542,0.6631965302260879,0.2747039945013673,17,LEMD2_HUMAN,0.68,Medium,2.0,503.0,LEM domain-containing protein 2 (hLEM2),True
P50281,0.6630265759905851,0.6628604057908083,0.22128496390865207,18,MMP14_HUMAN,0.37,Low,1.0,582.0,Matrix metalloproteinase-14 (MMP-14) (EC 3.4.24.80) (MMP-X1) (Membrane-type matrix metalloproteinase 1) (MT-MMP 1) (MTMMP1) (Membrane-type-1 matrix metalloproteinase) (MT1-MMP) (MT1MMP),True
P05023,0.6451330884218907,0.6627473817568525,0.2542329907689305,18,AT1A1_HUMAN,0.19,Low,10.0,1023.0,Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-1),False
P29317,0.6380650676888062,0.6615099922227748,0.2479536110778976,18,EPHA2_HUMAN,0.24,Low,1.0,976.0,Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK),False
Q96TC7,0.6584985723050047,0.6568329918934155,0.26169921579041483,18,RMD3_HUMAN,0.8,High,1.0,470.0,Regulator of microtubule dynamics protein 3 (RMD-3) (hRMD-3) (Cerebral protein 10) (Protein FAM82A2) (Protein FAM82C) (Protein tyrosine phosphatase-interacting protein 51) (TCPTP-interacting protein 51),True
P23471,0.6414783125573117,0.6521744151378416,0.2924337068198844,18,PTPRZ_HUMAN,1.0,High,1.0,2315.0,Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48) (Protein-tyrosine phosphatase receptor type Z polypeptide 1) (Protein-tyrosine phosphatase receptor type Z polypeptide 2) (R-PTP-zeta-2),True
P54764,0.6270165434212611,0.6517245117668127,0.2862162892853043,18,EPHA4_HUMAN,0.16,Low,1.0,986.0,Ephrin type-A receptor 4 (EC 2.7.10.1) (EPH-like kinase 8) (EK8) (hEK8) (Tyrosine-protein kinase TYRO1) (Tyrosine-protein kinase receptor SEK),True
O15399,0.6810720759438708,0.6514371924057838,0.2827824953769417,18,NMDE4_HUMAN,0.99,High,4.0,1336.0,"Glutamate receptor ionotropic, NMDA 2D (GluN2D) (EB11) (Glutamate [NMDA] receptor subunit epsilon-4) (N-methyl D-aspartate receptor subtype 2D) (NMDAR2D) (NR2D)",True
Q5VUB5,0.656978192557687,0.6501772321388006,0.22019453673295714,18,F1711_HUMAN,0.98,High,1.0,890.0,Protein FAM171A1 (Astroprincin) (APCN),True
A6NL88,0.6622771340333279,0.6497669472483276,0.32895960451998946,18,SHSA7_HUMAN,1.0,High,1.0,538.0,Protein shisa-7 (Cystine-knot AMPAR modulating protein of 59 kDa) (CKAMP59) (GABA(A) receptor auxiliary subunit Shisa7) (Protein shisa-6-like),True
Q7Z2D5,0.6480038347617451,0.6490885414080886,0.25200207914988004,18,PLPR4_HUMAN,0.97,High,6.0,763.0,Phospholipid phosphatase-related protein type 4 (EC 3.1.3.4) (Brain-specific phosphatidic acid phosphatase-like protein 1) (Lipid phosphate phosphatase-related protein type 4) (Plasticity-related gene 1 protein) (PRG-1),True
O75460,0.6475767941608414,0.6488823145204698,0.21040267002771568,18,ERN1_HUMAN,0.52,Medium,1.0,977.0,Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) (Inositol-requiring protein 1) (hIRE1p) (Ire1-alpha) (IRE1a) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)],False
P05067,0.6253286374592788,0.6485606160796618,0.2816948690811271,17,A4_HUMAN,0.75,High,1.0,770.0,Amyloid-beta precursor protein (APP) (ABPP) (APPI) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta A4 protein) (Cerebral vascular amyloid peptide) (CVAP) (PreA4) (Protease nexin-II) (PN-II) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (Amyloid intracellular domain 59) (AICD-59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (Amyloid intracellular domain 57) (AICD-57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AICD-50) (AID(50)) (Gamma-CTF(50)); C31],True
P22607,0.6358739390891317,0.6482049210872995,0.22636905100274748,18,FGFR3_HUMAN,0.41,Medium,1.0,806.0,Fibroblast growth factor receptor 3 (FGFR-3) (EC 2.7.10.1) (CD antigen CD333),False
P55283,0.6421682889496725,0.6472230828976941,0.1915254188699322,18,CADH4_HUMAN,0.51,Medium,1.0,916.0,Cadherin-4 (Retinal cadherin) (R-CAD) (R-cadherin),True
P07949,0.634011842527932,0.6470863042087779,0.24045077655321473,18,RET_HUMAN,0.46,Medium,1.0,1114.0,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment],True
O60488,0.6211847746235412,0.6462045436685014,0.26201521422316837,18,ACSL4_HUMAN,0.23,Low,1.0,711.0,Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 4) (LACS 4),False
Q14432,0.6554907039777859,0.6440991494984951,0.22011486643047826,18,PDE3A_HUMAN,0.99,High,6.0,1141.0,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A (EC 3.1.4.17) (Cyclic GMP-inhibited phosphodiesterase A) (CGI-PDE A)",False
